order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO44174,16,6231,2011-03-08,2011-03-15,2011-03-20,3578,1,3578.0
SO44175,18,6248,2011-03-08,2011-03-15,2011-03-20,3578,1,3578.0
SO44176,19,1222,2011-03-09,2011-03-16,2011-03-21,3578,1,3578.0
SO44177,5,339,2011-03-09,2011-03-16,2011-03-21,3375,1,3375.0
SO44178,17,17099,2011-03-09,2011-03-16,2011-03-21,3578,1,3578.0
SO44179,5,14890,2011-03-09,2011-03-16,2011-03-21,3375,1,3375.0
SO44180,10,60,2011-03-09,2011-03-16,2011-03-21,3400,1,3400.0
SO44181,17,6296,2011-03-09,2011-03-16,2011-03-21,3578,1,3578.0
SO44182,20,6301,2011-03-09,2011-03-16,2011-03-21,3578,1,3578.0
SO44183,20,17160,2011-03-10,2011-03-17,2011-03-22,3578,1,3578.0
SO44184,19,6249,2011-03-10,2011-03-17,2011-03-22,3578,1,3578.0
SO44185,20,6282,2011-03-10,2011-03-17,2011-03-22,3578,1,3578.0
SO44186,10,14891,2011-03-12,2011-03-19,2011-03-24,3400,1,3400.0
SO44187,18,6071,2011-03-12,2011-03-19,2011-03-24,3578,1,3578.0
SO44188,40,9054,2011-03-13,2011-03-20,2011-03-25,699,1,699.0
SO44189,46,9056,2011-03-13,2011-03-20,2011-03-25,699,1,699.0
SO44190,3,63,2011-03-13,2011-03-20,2011-03-25,3375,1,3375.0
SO44191,20,6250,2011-03-13,2011-03-20,2011-03-25,3578,1,3578.0
SO44192,17,2572,2011-03-14,2011-03-21,2011-03-26,3578,1,3578.0
SO44193,17,17166,2011-03-14,2011-03-21,2011-03-26,3578,1,3578.0
SO44194,20,6066,2011-03-14,2011-03-21,2011-03-26,3578,1,3578.0
SO44195,18,6251,2011-03-14,2011-03-21,2011-03-26,3578,1,3578.0
SO44196,19,6297,2011-03-14,2011-03-21,2011-03-26,3578,1,3578.0
SO44197,17,17098,2011-03-15,2011-03-22,2011-03-27,3578,1,3578.0
SO44198,20,17152,2011-03-15,2011-03-22,2011-03-27,3578,1,3578.0
SO44199,18,6261,2011-03-15,2011-03-22,2011-03-27,3578,1,3578.0
SO44200,16,6314,2011-03-15,2011-03-22,2011-03-27,3578,1,3578.0
SO44201,18,1256,2011-03-16,2011-03-23,2011-03-28,3578,1,3578.0
SO44202,16,17161,2011-03-16,2011-03-23,2011-03-28,3578,1,3578.0
SO44203,17,17151,2011-03-16,2011-03-23,2011-03-28,3578,1,3578.0
SO44204,41,3582,2011-03-16,2011-03-23,2011-03-28,699,1,699.0
SO44205,17,6287,2011-03-16,2011-03-23,2011-03-28,3578,1,3578.0
SO44206,10,252,2011-03-17,2011-03-24,2011-03-29,3400,1,3400.0
SO44207,18,17164,2011-03-17,2011-03-24,2011-03-29,3578,1,3578.0
SO44208,10,14881,2011-03-17,2011-03-24,2011-03-29,3400,1,3400.0
SO44209,16,6259,2011-03-17,2011-03-24,2011-03-29,3578,1,3578.0
SO44210,20,2785,2011-03-18,2011-03-25,2011-03-30,3578,1,3578.0
SO44211,18,17156,2011-03-18,2011-03-25,2011-03-30,3578,1,3578.0
SO44212,17,17172,2011-03-18,2011-03-25,2011-03-30,3578,1,3578.0
SO44213,20,6353,2011-03-18,2011-03-25,2011-03-30,3578,1,3578.0
SO44214,16,6334,2011-03-18,2011-03-25,2011-03-30,3578,1,3578.0
SO44215,17,17182,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44216,19,2562,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44217,20,17150,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44218,16,11111,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44219,36,3592,2011-03-19,2011-03-26,2011-03-31,699,1,699.0
SO44220,8,62,2011-03-19,2011-03-26,2011-03-31,3400,1,3400.0
SO44221,19,6257,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44222,16,6260,2011-03-19,2011-03-26,2011-03-31,3578,1,3578.0
SO44223,20,2849,2011-03-20,2011-03-27,2011-04-01,3578,1,3578.0
SO44224,19,17168,2011-03-20,2011-03-27,2011-04-01,3578,1,3578.0
SO44225,46,9062,2011-03-21,2011-03-28,2011-04-02,699,1,699.0
SO44226,18,1257,2011-03-21,2011-03-28,2011-04-02,3578,1,3578.0
SO44227,4,17403,2011-03-21,2011-03-28,2011-04-02,3375,1,3375.0
SO44228,7,335,2011-03-21,2011-03-28,2011-04-02,3400,1,3400.0
SO44229,7,14888,2011-03-21,2011-03-28,2011-04-02,3400,1,3400.0
SO44230,17,6243,2011-03-21,2011-03-28,2011-04-02,3578,1,3578.0
SO44231,40,6975,2011-03-21,2011-03-28,2011-04-02,699,1,699.0
SO44232,17,6336,2011-03-21,2011-03-28,2011-04-02,3578,1,3578.0
SO44233,20,2843,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44234,17,17186,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44235,18,11119,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44236,17,17193,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44237,20,6058,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44238,16,6081,2011-03-22,2011-03-29,2011-04-03,3578,1,3578.0
SO44239,16,1219,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44240,16,2582,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44241,18,17157,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44242,18,17165,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44243,17,6280,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44244,17,6331,2011-03-23,2011-03-30,2011-04-04,3578,1,3578.0
SO44245,44,14558,2011-03-23,2011-03-30,2011-04-04,699,1,699.0
SO44246,17,1221,2011-03-24,2011-03-31,2011-04-05,3578,1,3578.0
SO44247,20,6235,2011-03-24,2011-03-31,2011-04-05,3578,1,3578.0
SO44248,18,6242,2011-03-24,2011-03-31,2011-04-05,3578,1,3578.0
SO44249,18,2847,2011-03-25,2011-04-01,2011-04-06,3578,1,3578.0
SO44250,17,17169,2011-03-25,2011-04-01,2011-04-06,3578,1,3578.0
SO44251,16,17192,2011-03-25,2011-04-01,2011-04-06,3578,1,3578.0
SO44252,17,2779,2011-03-26,2011-04-02,2011-04-07,3578,1,3578.0
SO44253,20,17101,2011-03-26,2011-04-02,2011-04-07,3578,1,3578.0
SO44254,19,17144,2011-03-26,2011-04-02,2011-04-07,3578,1,3578.0
SO44255,37,3587,2011-03-26,2011-04-02,2011-04-07,699,1,699.0
SO44256,17,6234,2011-03-26,2011-04-02,2011-04-07,3578,1,3578.0
SO44257,18,1214,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44258,20,2581,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44259,17,17173,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44260,17,17196,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44261,17,11114,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44262,46,9151,2011-03-27,2011-04-03,2011-04-08,699,1,699.0
SO44263,20,6281,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44264,18,6288,2011-03-27,2011-04-03,2011-04-08,3578,1,3578.0
SO44265,45,14559,2011-03-27,2011-04-03,2011-04-08,699,1,699.0
SO44266,41,14561,2011-03-27,2011-04-03,2011-04-08,699,1,699.0
SO44267,41,8341,2011-03-28,2011-04-04,2011-04-09,699,1,699.0
SO44268,17,2822,2011-03-28,2011-04-04,2011-04-09,3578,1,3578.0
SO44269,42,3591,2011-03-29,2011-04-05,2011-04-10,699,1,699.0
SO44270,19,2796,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44271,19,2848,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44272,16,1258,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44273,16,17149,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44274,19,17154,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44275,16,6258,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44276,18,6279,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44277,16,6290,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44278,20,6295,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44279,18,6328,2011-03-30,2011-04-06,2011-04-11,3578,1,3578.0
SO44320,19,3431,2011-03-31,2011-04-07,2011-04-12,3578,1,3578.0
SO44321,16,17224,2011-03-31,2011-04-07,2011-04-12,3578,1,3578.0
SO44322,43,6977,2011-03-31,2011-04-07,2011-04-12,699,1,699.0
SO44323,7,74,2011-03-31,2011-04-07,2011-04-12,3400,1,3400.0
SO44324,16,1269,2011-04-01,2011-04-08,2011-04-13,3578,1,3578.0
SO44325,6,97,2011-04-01,2011-04-08,2011-04-13,3375,1,3375.0
SO44326,17,6730,2011-04-01,2011-04-08,2011-04-13,3578,1,3578.0
SO44327,19,17600,2011-04-02,2011-04-09,2011-04-14,3578,1,3578.0
SO44328,20,6923,2011-04-02,2011-04-09,2011-04-14,3578,1,3578.0
SO44329,16,6906,2011-04-02,2011-04-09,2011-04-14,3578,1,3578.0
SO44330,17,17201,2011-04-02,2011-04-09,2011-04-14,3578,1,3578.0
SO44331,16,17259,2011-04-03,2011-04-10,2011-04-15,3578,1,3578.0
SO44332,20,6512,2011-04-03,2011-04-10,2011-04-15,3578,1,3578.0
SO44333,8,345,2011-04-04,2011-04-11,2011-04-16,3400,1,3400.0
SO44334,16,17275,2011-04-04,2011-04-11,2011-04-16,3578,1,3578.0
SO44335,47,9167,2011-04-04,2011-04-11,2011-04-16,699,1,699.0
SO44336,8,14897,2011-04-04,2011-04-11,2011-04-16,3400,1,3400.0
SO44337,6,99,2011-04-04,2011-04-11,2011-04-16,3375,1,3375.0
SO44338,19,7190,2011-04-04,2011-04-11,2011-04-16,3578,1,3578.0
SO44339,16,7191,2011-04-04,2011-04-11,2011-04-16,3578,1,3578.0
SO44340,19,6356,2011-04-04,2011-04-11,2011-04-16,3578,1,3578.0
SO44341,3,14907,2011-04-05,2011-04-12,2011-04-17,3375,1,3375.0
SO44342,45,3612,2011-04-05,2011-04-12,2011-04-17,699,1,699.0
SO44343,19,6922,2011-04-05,2011-04-12,2011-04-17,3578,1,3578.0
SO44344,20,3429,2011-04-06,2011-04-13,2011-04-18,3578,1,3578.0
SO44345,18,17202,2011-04-06,2011-04-13,2011-04-18,3578,1,3578.0
SO44346,41,3604,2011-04-06,2011-04-13,2011-04-18,699,1,699.0
SO44347,17,6913,2011-04-06,2011-04-13,2011-04-18,3578,1,3578.0
SO44348,18,3161,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44349,16,17245,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44350,17,17246,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44351,19,17273,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44352,16,17299,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44353,42,3593,2011-04-07,2011-04-14,2011-04-19,699,1,699.0
SO44354,41,3605,2011-04-07,2011-04-14,2011-04-19,699,1,699.0
SO44355,10,95,2011-04-07,2011-04-14,2011-04-19,3400,1,3400.0
SO44356,8,101,2011-04-07,2011-04-14,2011-04-19,3400,1,3400.0
SO44357,20,6513,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44358,20,6734,2011-04-07,2011-04-14,2011-04-19,3578,1,3578.0
SO44359,16,3527,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44360,16,3160,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44361,20,2688,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44362,20,17261,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44363,17,17287,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44364,3,94,2011-04-08,2011-04-15,2011-04-20,3375,1,3375.0
SO44365,18,6914,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44366,18,6504,2011-04-08,2011-04-15,2011-04-20,3578,1,3578.0
SO44367,43,14564,2011-04-08,2011-04-15,2011-04-20,699,1,699.0
SO44368,19,3152,2011-04-09,2011-04-16,2011-04-21,3578,1,3578.0
SO44369,20,17252,2011-04-09,2011-04-16,2011-04-21,3578,1,3578.0
SO44370,18,7195,2011-04-09,2011-04-16,2011-04-21,3578,1,3578.0
SO44371,16,6516,2011-04-09,2011-04-16,2011-04-21,3578,1,3578.0
SO44372,20,6738,2011-04-09,2011-04-16,2011-04-21,3578,1,3578.0
SO44373,20,2769,2011-04-10,2011-04-17,2011-04-22,3578,1,3578.0
SO44374,20,3159,2011-04-10,2011-04-17,2011-04-22,3578,1,3578.0
SO44375,20,3185,2011-04-10,2011-04-17,2011-04-22,3578,1,3578.0
SO44376,4,18401,2011-04-10,2011-04-17,2011-04-22,3375,1,3375.0
SO44377,20,17236,2011-04-10,2011-04-17,2011-04-22,3578,1,3578.0
SO44378,4,14905,2011-04-10,2011-04-17,2011-04-22,3375,1,3375.0
SO44379,6,82,2011-04-10,2011-04-17,2011-04-22,3375,1,3375.0
SO44380,20,6917,2011-04-10,2011-04-17,2011-04-22,3578,1,3578.0
SO44381,18,3193,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44382,10,343,2011-04-11,2011-04-18,2011-04-23,3400,1,3400.0
SO44383,20,17270,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44384,16,17298,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44385,19,17300,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44386,17,17589,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44387,6,98,2011-04-11,2011-04-18,2011-04-23,3375,1,3375.0
SO44388,20,6926,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44389,18,6927,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44390,19,6355,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44391,18,6732,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44392,19,6912,2011-04-11,2011-04-18,2011-04-23,3578,1,3578.0
SO44393,8,18400,2011-04-12,2011-04-19,2011-04-24,3400,1,3400.0
SO44394,18,17248,2011-04-12,2011-04-19,2011-04-24,3578,1,3578.0
SO44395,19,17341,2011-04-12,2011-04-19,2011-04-24,3578,1,3578.0
SO44396,8,14903,2011-04-12,2011-04-19,2011-04-24,3400,1,3400.0
SO44397,44,3598,2011-04-12,2011-04-19,2011-04-24,699,1,699.0
SO44398,17,6735,2011-04-12,2011-04-19,2011-04-24,3578,1,3578.0
SO44399,16,17242,2011-04-13,2011-04-20,2011-04-25,3578,1,3578.0
SO44400,17,17590,2011-04-13,2011-04-20,2011-04-25,3578,1,3578.0
SO44401,17,6517,2011-04-13,2011-04-20,2011-04-25,3578,1,3578.0
SO44402,19,2668,2011-04-14,2011-04-21,2011-04-26,3578,1,3578.0
SO44403,5,8846,2011-04-14,2011-04-21,2011-04-26,3375,1,3375.0
SO44404,19,17223,2011-04-15,2011-04-22,2011-04-27,3578,1,3578.0
SO44405,20,17226,2011-04-15,2011-04-22,2011-04-27,3578,1,3578.0
SO44406,18,17301,2011-04-15,2011-04-22,2011-04-27,3578,1,3578.0
SO44407,6,79,2011-04-15,2011-04-22,2011-04-27,3375,1,3375.0
SO44408,6,105,2011-04-15,2011-04-22,2011-04-27,3375,1,3375.0
SO44409,45,14565,2011-04-15,2011-04-22,2011-04-27,699,1,699.0
SO44410,20,17225,2011-04-16,2011-04-23,2011-04-28,3578,1,3578.0
SO44411,17,17586,2011-04-16,2011-04-23,2011-04-28,3578,1,3578.0
SO44412,4,102,2011-04-16,2011-04-23,2011-04-28,3375,1,3375.0
SO44413,20,2608,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44414,16,17342,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44415,17,17357,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44416,8,71,2011-04-17,2011-04-24,2011-04-29,3400,1,3400.0
SO44417,16,6919,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44418,16,6921,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44419,20,6354,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44420,16,6514,2011-04-17,2011-04-24,2011-04-29,3578,1,3578.0
SO44421,18,2609,2011-04-18,2011-04-25,2011-04-30,3578,1,3578.0
SO44422,42,8355,2011-04-18,2011-04-25,2011-04-30,699,1,699.0
SO44423,18,17588,2011-04-18,2011-04-25,2011-04-30,3578,1,3578.0
SO44424,17,6918,2011-04-18,2011-04-25,2011-04-30,3578,1,3578.0
SO44425,16,6506,2011-04-18,2011-04-25,2011-04-30,3578,1,3578.0
SO44426,19,2772,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44427,19,3148,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44428,18,17364,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44429,19,17585,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44430,18,6929,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44431,17,6727,2011-04-19,2011-04-26,2011-05-01,3578,1,3578.0
SO44432,19,3167,2011-04-20,2011-04-27,2011-05-02,3578,1,3578.0
SO44433,17,17272,2011-04-20,2011-04-27,2011-05-02,3578,1,3578.0
SO44434,20,17582,2011-04-20,2011-04-27,2011-05-02,3578,1,3578.0
SO44435,17,17575,2011-04-21,2011-04-28,2011-05-03,3578,1,3578.0
SO44436,46,15632,2011-04-21,2011-04-28,2011-05-03,699,1,699.0
SO44437,7,78,2011-04-21,2011-04-28,2011-05-03,3400,1,3400.0
SO44438,17,6911,2011-04-21,2011-04-28,2011-05-03,3578,1,3578.0
SO44439,20,3197,2011-04-22,2011-04-29,2011-05-04,3578,1,3578.0
SO44440,17,1263,2011-04-22,2011-04-29,2011-05-04,3578,1,3578.0
SO44441,17,11120,2011-04-22,2011-04-29,2011-05-04,3578,1,3578.0
SO44442,40,3601,2011-04-22,2011-04-29,2011-05-04,699,1,699.0
SO44443,20,6372,2011-04-22,2011-04-29,2011-05-04,3578,1,3578.0
SO44444,16,2699,2011-04-24,2011-05-01,2011-05-06,3578,1,3578.0
SO44445,19,6480,2011-04-25,2011-05-02,2011-05-07,3578,1,3578.0
SO44446,18,6916,2011-04-25,2011-05-02,2011-05-07,3578,1,3578.0
SO44447,17,1267,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44448,16,17266,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44449,17,17295,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44450,20,17296,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44451,18,17297,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44452,39,9166,2011-04-26,2011-05-03,2011-05-08,699,1,699.0
SO44453,20,6925,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44454,20,6928,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44455,17,6515,2011-04-26,2011-05-03,2011-05-08,3578,1,3578.0
SO44456,45,14562,2011-04-26,2011-05-03,2011-05-08,699,1,699.0
SO44457,16,17198,2011-04-27,2011-05-04,2011-05-09,3578,1,3578.0
SO44458,19,17249,2011-04-27,2011-05-04,2011-05-09,3578,1,3578.0
SO44459,19,17290,2011-04-27,2011-05-04,2011-05-09,3578,1,3578.0
SO44460,40,9152,2011-04-27,2011-05-04,2011-05-09,699,1,699.0
SO44461,18,6920,2011-04-27,2011-05-04,2011-05-09,3578,1,3578.0
SO44462,16,3157,2011-04-28,2011-05-05,2011-05-10,3578,1,3578.0
SO44463,39,8342,2011-04-28,2011-05-05,2011-05-10,699,1,699.0
SO44464,19,11122,2011-04-28,2011-05-05,2011-05-10,3578,1,3578.0
SO44465,45,3615,2011-04-28,2011-05-05,2011-05-10,699,1,699.0
SO44466,40,15642,2011-04-28,2011-05-05,2011-05-10,699,1,699.0
SO44467,9,72,2011-04-28,2011-05-05,2011-05-10,3400,1,3400.0
SO44468,6,77,2011-04-28,2011-05-05,2011-05-10,3375,1,3375.0
SO44469,19,6736,2011-04-28,2011-05-05,2011-05-10,3578,1,3578.0
SO44470,18,6737,2011-04-28,2011-05-05,2011-05-10,3578,1,3578.0
SO44471,46,14563,2011-04-28,2011-05-05,2011-05-10,699,1,699.0
SO44472,17,2687,2011-04-29,2011-05-06,2011-05-11,3578,1,3578.0
SO44473,17,17257,2011-04-29,2011-05-06,2011-05-11,3578,1,3578.0
SO44474,44,3603,2011-04-29,2011-05-06,2011-05-11,699,1,699.0
SO44475,8,103,2011-04-29,2011-05-06,2011-05-11,3400,1,3400.0
SO44476,19,6915,2011-04-29,2011-05-06,2011-05-11,3578,1,3578.0
SO44477,20,6924,2011-04-29,2011-05-06,2011-05-11,3578,1,3578.0
SO44478,19,6728,2011-04-29,2011-05-06,2011-05-11,3578,1,3578.0
SO44479,5,18393,2011-04-30,2011-05-07,2011-05-12,3375,1,3375.0
SO44480,5,14893,2011-04-30,2011-05-07,2011-05-12,3375,1,3375.0
SO44571,10,18450,2011-05-01,2011-05-08,2011-05-13,3400,1,3400.0
SO44572,19,17666,2011-05-01,2011-05-08,2011-05-13,3578,1,3578.0
SO44573,10,14919,2011-05-01,2011-05-08,2011-05-13,3400,1,3400.0
SO44574,4,109,2011-05-01,2011-05-08,2011-05-13,3375,1,3375.0
SO44575,7,112,2011-05-01,2011-05-08,2011-05-13,3400,1,3400.0
SO44576,18,17662,2011-05-01,2011-05-08,2011-05-13,3578,1,3578.0
SO44577,19,17669,2011-05-02,2011-05-09,2011-05-14,3578,1,3578.0
SO44578,19,17655,2011-05-02,2011-05-09,2011-05-14,3578,1,3578.0
SO44579,17,17664,2011-05-02,2011-05-09,2011-05-14,3578,1,3578.0
SO44580,19,2784,2011-05-03,2011-05-10,2011-05-15,3578,1,3578.0
SO44581,3,110,2011-05-03,2011-05-10,2011-05-15,3375,1,3375.0
SO44582,9,136,2011-05-03,2011-05-10,2011-05-15,3400,1,3400.0
SO44583,20,7212,2011-05-03,2011-05-10,2011-05-15,3578,1,3578.0
SO44584,18,17673,2011-05-04,2011-05-11,2011-05-16,3578,1,3578.0
SO44585,17,17792,2011-05-04,2011-05-11,2011-05-16,3578,1,3578.0
SO44586,19,17796,2011-05-04,2011-05-11,2011-05-16,3578,1,3578.0
SO44587,16,17629,2011-05-04,2011-05-11,2011-05-16,3578,1,3578.0
SO44588,38,15685,2011-05-04,2011-05-11,2011-05-16,699,1,699.0
SO44589,9,106,2011-05-04,2011-05-11,2011-05-16,3400,1,3400.0
SO44590,20,2797,2011-05-05,2011-05-12,2011-05-17,3578,1,3578.0
SO44591,44,6989,2011-05-05,2011-05-12,2011-05-17,699,1,699.0
SO44592,19,17763,2011-05-05,2011-05-12,2011-05-17,3578,1,3578.0
SO44593,18,17647,2011-05-05,2011-05-12,2011-05-17,3578,1,3578.0
SO44594,20,7252,2011-05-05,2011-05-12,2011-05-17,3578,1,3578.0
SO44595,8,126,2011-05-05,2011-05-12,2011-05-17,3400,1,3400.0
SO44596,18,7240,2011-05-05,2011-05-12,2011-05-17,3578,1,3578.0
SO44597,20,1292,2011-05-06,2011-05-13,2011-05-18,3578,1,3578.0
SO44598,3,18402,2011-05-06,2011-05-13,2011-05-18,3375,1,3375.0
SO44599,20,17794,2011-05-06,2011-05-13,2011-05-18,3578,1,3578.0
SO44600,19,7245,2011-05-06,2011-05-13,2011-05-18,3578,1,3578.0
SO44601,8,119,2011-05-06,2011-05-13,2011-05-18,3400,1,3400.0
SO44602,19,3704,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44603,38,9169,2011-05-07,2011-05-14,2011-05-19,699,1,699.0
SO44604,46,8366,2011-05-07,2011-05-14,2011-05-19,699,1,699.0
SO44605,19,17674,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44606,18,17774,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44607,20,17776,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44608,18,7202,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44609,16,7222,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44610,18,7243,2011-05-07,2011-05-14,2011-05-19,3578,1,3578.0
SO44611,19,2780,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44612,16,17677,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44613,18,17630,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44614,17,17652,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44615,19,17656,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44616,19,17657,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44617,18,17668,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44618,19,7207,2011-05-08,2011-05-15,2011-05-20,3578,1,3578.0
SO44619,17,2791,2011-05-09,2011-05-16,2011-05-21,3578,1,3578.0
SO44620,17,7206,2011-05-09,2011-05-16,2011-05-21,3578,1,3578.0
SO44621,18,7219,2011-05-09,2011-05-16,2011-05-21,3578,1,3578.0
SO44622,16,2773,2011-05-09,2011-05-16,2011-05-21,3578,1,3578.0
SO44623,17,1303,2011-05-10,2011-05-17,2011-05-22,3578,1,3578.0
SO44624,38,8359,2011-05-10,2011-05-17,2011-05-22,699,1,699.0
SO44625,19,17660,2011-05-10,2011-05-17,2011-05-22,3578,1,3578.0
SO44626,18,7274,2011-05-10,2011-05-17,2011-05-22,3578,1,3578.0
SO44627,4,111,2011-05-10,2011-05-17,2011-05-22,3375,1,3375.0
SO44628,3,358,2011-05-10,2011-05-17,2011-05-22,3375,1,3375.0
SO44629,16,7211,2011-05-10,2011-05-17,2011-05-22,3578,1,3578.0
SO44630,17,17767,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44631,20,17631,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44632,19,7198,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44633,20,7205,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44634,16,7215,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44635,20,7220,2011-05-11,2011-05-18,2011-05-23,3578,1,3578.0
SO44636,19,3707,2011-05-12,2011-05-19,2011-05-24,3578,1,3578.0
SO44637,16,17646,2011-05-12,2011-05-19,2011-05-24,3578,1,3578.0
SO44638,20,17653,2011-05-12,2011-05-19,2011-05-24,3578,1,3578.0
SO44639,44,3619,2011-05-12,2011-05-19,2011-05-24,699,1,699.0
SO44640,18,7248,2011-05-12,2011-05-19,2011-05-24,3578,1,3578.0
SO44641,18,7257,2011-05-12,2011-05-19,2011-05-24,3578,1,3578.0
SO44642,44,14569,2011-05-12,2011-05-19,2011-05-24,699,1,699.0
SO44643,19,1282,2011-05-13,2011-05-20,2011-05-25,3578,1,3578.0
SO44644,16,1281,2011-05-13,2011-05-20,2011-05-25,3578,1,3578.0
SO44645,7,346,2011-05-13,2011-05-20,2011-05-25,3400,1,3400.0
SO44646,7,18451,2011-05-13,2011-05-20,2011-05-25,3400,1,3400.0
